client_id,age,sexe,profession,secteur,duree_emploi_annees,revenu_mensuel_TND,region,contract_id,date_debut,duree_mois,montant_leasing_TND,mensualite_TND,taux_annuel_pourcent,type_bien,valeur_bien_TND,apport_TND,nb_retards_30,nb_retards_60,nb_retards_90,nb_incidents,dernier_retard_date,outstanding_balance_TND,nb_paiements_effectues,credit_score,collateral_type,collateral_value_TND,nb_contrats_prev,nb_contacts_service_client,motifs_contacts,default_flag,recovery_amount_TND,write_off_flag,branch_id,channel,created_at,probabilite_defaut,has_no_default_date
C00510,57,Homme,Indépendant,Transport,14,2519,Nabeul,L000510,2023-06-09,60,86932,1550.87,6.15,Immobilier,87859,7248,0,0,0,0,2025-07-12,18693.87,0,835,Aucune,60526,4,18,Renégociation,0,0,0,AG003,Courtier,2023-06-09,0.05,1
C00511,29,Homme,Commerçant,Commerce,3,5569,Zaghouan,L000511,2022-03-06,24,102170,4314.08,10.15,Voiture,105207,4369,2,1,0,3,2025-04-22,33144.67,5,447,Caution solidaire,134495,0,16,Renégociation,0,0,0,AG004,Mobile,2022-03-06,0.38,1
C00512,44,Homme,Employé,Agriculture,28,6166,Nabeul,L000512,2023-05-25,24,82707,3569.12,7.11,Voiture,83751,8050,0,0,0,0,2025-07-12,50584.88,12,844,Nantissement,28577,4,10,Autre,0,0,0,AG004,Agence,2023-05-25,0.0,1
C00513,55,Homme,Cadre,Services,8,7486,Jendouba,L000513,2023-04-22,48,98789,2153.1,8.24,Machine,102053,16848,3,2,1,6,2025-05-09,55726.92,8,807,Aucune,121867,3,15,Renégociation,1,41747,1,AG001,Courtier,2023-04-22,0.71,0
C00514,55,Homme,Agriculteur,Agriculture,26,2387,La Manouba,L000514,2020-09-02,36,101516,2937.89,9.2,Machine,105781,5415,2,0,0,2,2024-01-24,69199.22,27,473,Nantissement,118247,0,19,Autre,0,0,0,AG001,Agence,2020-09-02,0.35,1
C00515,56,Femme,Employé,Transport,25,7800,La Manouba,L000515,2022-07-31,48,138089,3039.85,6.2,Immobilier,139247,15398,0,0,0,0,2025-07-12,132009.29,5,713,Aucune,58900,0,17,Réclamation,0,0,0,AG001,Agence,2022-07-31,0.0,1
C00516,38,Femme,Cadre,Transport,18,2411,Gabès,L000516,2024-01-19,60,12957,411.95,10.19,Immobilier,16284,8115,2,0,0,2,2024-11-25,3894.1,46,591,Aucune,84606,4,19,Renégociation,0,0,0,AG004,Mobile,2024-01-19,0.22,1
C00517,59,Femme,Employé,Transport,27,1696,Sousse,L000517,2024-01-13,12,112724,9565.67,7.12,Immobilier,115282,287,1,0,0,1,2024-07-18,74461.33,6,429,Caution solidaire,6066,1,7,Renégociation,0,0,0,AG001,Courtier,2024-01-13,0.37,1
C00518,52,Femme,Indépendant,Agriculture,16,6358,Tozeur,L000518,2021-03-03,48,140864,3122.67,9.64,Voiture,144691,3195,1,0,1,2,2023-10-13,125250.67,47,556,Aucune,104342,2,1,Autre,1,12686,1,AG004,Agence,2021-03-03,0.55,0
C00519,44,Homme,Agriculteur,Transport,19,1077,Sidi Bouzid,L000519,2021-06-29,36,18237,672.58,6.11,Immobilier,19467,18376,2,1,0,3,2023-04-14,13528.92,35,665,Hypothèque,8583,4,16,Renégociation,0,0,0,AG001,Mobile,2021-06-29,0.38,1
C00520,43,Femme,Commerçant,Commerce,39,5447,Monastir,L000520,2024-08-15,48,56586,1270.88,9.82,Voiture,58918,7450,0,0,0,0,2025-07-12,48960.75,16,655,Aucune,38057,4,10,Demande info,0,0,0,AG002,Mobile,2024-08-15,0.2,1
C00521,52,Homme,Commerçant,Transport,38,2436,Sidi Bouzid,L000521,2022-05-31,24,24252,1079.5,5.9,Immobilier,25160,2925,2,0,0,2,2024-06-09,0.0,8,438,Aucune,26564,2,13,Réclamation,0,0,0,AG002,Agence,2022-05-31,0.38,1
C00522,57,Femme,Cadre,Industrie,22,2958,Béja,L000522,2023-02-09,60,146779,2643.32,7.98,Voiture,151458,14515,1,0,1,2,2025-01-07,88626.03,11,454,Aucune,61429,0,15,Demande info,1,43604,1,AG003,Agence,2023-02-09,0.68,0
C00523,32,Homme,Artisan,Agriculture,31,3232,Kebili,L000523,2021-01-31,60,8543,212.38,6.73,Voiture,12290,17504,1,1,0,2,2023-03-30,6419.17,21,427,Caution solidaire,98600,0,14,Autre,0,0,0,AG002,Courtier,2021-01-31,0.46,1
C00524,33,Homme,Indépendant,Industrie,32,4704,Tunis,L000524,2025-02-27,60,109647,1958.45,10.24,Machine,110280,5310,1,3,0,4,2025-04-15,19558.3,50,801,Nantissement,88393,1,14,Autre,1,10356,1,AG001,Courtier,2025-02-27,0.64,0
C00525,43,Femme,Cadre,Transport,4,5656,La Manouba,L000525,2024-06-01,60,40031,773.18,6.83,équipement,41197,16830,1,1,1,3,2025-08-07,9103.67,51,824,Nantissement,115774,4,2,Autre,1,8395,1,AG002,Agence,2024-06-01,0.6,0
C00526,45,Homme,Artisan,Commerce,33,4062,Sidi Bouzid,L000526,2020-09-09,60,70747,1302.12,11.17,Voiture,71523,11760,2,0,1,3,2021-06-26,10849.63,57,517,Caution solidaire,28941,2,6,Réclamation,1,2491,1,AG002,Agence,2020-09-09,0.58,0
C00527,55,Homme,Employé,Services,39,7637,Monastir,L000527,2020-11-21,60,60311,1152.18,11.24,Immobilier,64118,14896,1,0,0,1,2023-04-09,7310.57,11,769,Hypothèque,37962,4,11,Renégociation,0,0,0,AG001,Mobile,2020-11-21,0.0,1
C00528,61,Femme,Indépendant,Transport,10,2249,Mahdia,L000528,2024-06-20,12,70867,6064.58,6.38,Machine,72248,19280,2,0,0,2,2025-02-10,46608.67,5,608,Hypothèque,121410,3,2,Demande info,0,0,0,AG002,Courtier,2024-06-20,0.2,1
C00529,50,Homme,Employé,Commerce,2,5300,Monastir,L000529,2020-09-04,36,93780,2769.0,9.3,Immobilier,96340,17105,0,0,0,0,2025-07-12,16248.0,5,474,Caution solidaire,58420,4,18,Renégociation,0,0,0,AG001,Agence,2020-09-04,0.21,1
C00530,37,Femme,Agriculteur,Agriculture,32,6254,La Manouba,L000530,2023-11-21,60,62196,1127.6,5.61,Immobilier,64778,18547,0,0,0,0,2025-07-12,36261.2,43,464,Nantissement,82415,4,9,Autre,0,0,0,AG002,Agence,2023-11-21,0.18,1
C00531,40,Femme,Indépendant,Industrie,10,2032,Sidi Bouzid,L000531,2021-10-12,36,78705,2303.25,7.74,Voiture,80442,10774,2,0,0,2,2023-07-14,0.0,8,736,Hypothèque,82013,3,7,Renégociation,0,0,0,AG001,Courtier,2021-10-12,0.28,1
C00532,45,Femme,Artisan,Industrie,15,4917,Monastir,L000532,2024-03-28,60,62894,1167.23,9.99,Voiture,65846,15457,0,1,0,1,2024-07-13,61726.77,51,755,Caution solidaire,119012,3,15,Réclamation,0,0,0,AG004,Agence,2024-03-28,0.14,1
C00533,42,Homme,Agriculteur,Industrie,17,1477,Tunis,L000533,2021-09-02,48,92640,2057.0,9.62,équipement,93298,9543,0,0,1,1,2024-01-23,32987.0,36,499,Nantissement,137465,2,15,Autre,1,21206,1,AG004,Mobile,2021-09-02,0.7,0
C00534,33,Homme,Commerçant,Agriculture,29,3458,Le Kef,L000534,2023-12-28,60,19591,465.52,9.37,Voiture,22687,3980,1,1,0,2,2025-04-14,15401.35,52,445,Hypothèque,120198,0,11,Renégociation,0,0,0,AG003,Mobile,2023-12-28,0.47,1
C00535,39,Homme,Artisan,Commerce,9,2828,Siliana,L000535,2024-11-24,24,102247,4420.29,6.98,Voiture,106562,11576,0,2,0,2,2025-05-17,62464.38,2,715,Hypothèque,33488,1,4,Demande info,1,59382,1,AG002,Agence,2024-11-24,0.58,0
C00536,56,Femme,Cadre,Agriculture,17,6127,Ben Arous,L000536,2025-07-29,12,5727,638.25,7.65,équipement,10601,18109,0,0,0,0,2025-07-12,1897.5,1,792,Caution solidaire,143626,3,19,Autre,0,0,0,AG003,Courtier,2025-07-29,0.01,1
C00537,32,Homme,Commerçant,Industrie,37,6951,Jendouba,L000537,2021-08-04,48,48822,1169.12,5.72,Immobilier,51848,3413,1,2,0,3,2024-03-31,46483.75,7,828,Nantissement,102330,0,5,Autre,0,0,0,AG001,Mobile,2021-08-04,0.32,1
C00538,61,Femme,Commerçant,Transport,18,7645,Tataouine,L000538,2022-03-05,48,108399,2452.31,10.03,équipement,109009,494,1,0,0,1,2025-02-24,69162.0,9,843,Hypothèque,5057,2,5,Réclamation,0,0,0,AG004,Courtier,2022-03-05,0.0,1
C00539,39,Femme,Cadre,Services,35,4558,Médenine,L000539,2024-12-28,24,117113,4947.71,8.53,équipement,118154,947,1,1,0,2,2025-02-22,77531.33,14,555,Caution solidaire,83026,4,7,Réclamation,0,0,0,AG001,Courtier,2024-12-28,0.33,1
C00540,32,Homme,Indépendant,Agriculture,12,6704,Médenine,L000540,2021-02-20,60,135431,2376.18,9.96,équipement,137069,22,0,0,0,0,2025-07-12,0.0,40,639,Hypothèque,5305,2,16,Demande info,0,0,0,AG003,Courtier,2021-02-20,0.02,1
C00541,29,Femme,Commerçant,Agriculture,2,5424,Tozeur,L000541,2025-07-27,12,147001,12362.08,6.74,Machine,150784,1128,1,0,0,1,2025-08-07,72828.5,9,752,Nantissement,61276,2,11,Renégociation,0,0,0,AG001,Mobile,2025-07-27,0.0,1
C00542,27,Homme,Artisan,Commerce,9,2837,La Manouba,L000542,2020-10-04,48,133588,2907.08,7.27,Immobilier,137698,13986,1,0,1,2,2024-01-18,95795.92,42,658,Aucune,137746,3,13,Renégociation,1,79464,1,AG001,Mobile,2020-10-04,0.58,0
C00543,48,Homme,Agriculteur,Commerce,37,3449,Mahdia,L000543,2023-04-06,12,65091,5577.25,7.34,Machine,70046,16161,0,2,0,2,2024-08-01,59513.75,12,834,Hypothèque,90534,1,1,Autre,0,0,0,AG001,Agence,2023-04-06,0.44,1
C00544,34,Homme,Commerçant,Agriculture,0,6572,Zaghouan,L000544,2023-01-28,48,99192,2190.5,5.18,Machine,103249,16160,2,0,0,2,2024-09-22,57572.5,8,535,Nantissement,146388,3,18,Autre,0,0,0,AG001,Courtier,2023-01-28,0.16,1
C00545,51,Homme,Artisan,Industrie,26,1456,Kasserine,L000545,2022-01-27,60,115805,2107.08,7.39,Voiture,118724,16941,2,0,0,2,2024-07-29,84198.75,13,769,Hypothèque,147289,4,5,Renégociation,0,0,0,AG004,Mobile,2022-01-27,0.26,1
C00546,39,Homme,Employé,Services,7,965,Ariana,L000546,2025-06-19,48,123089,2669.35,10.62,équipement,125345,9808,1,1,0,2,2025-07-02,35000.31,36,597,Aucune,111045,3,17,Renégociation,1,11560,1,AG001,Mobile,2025-06-19,0.57,0
C00547,36,Femme,Artisan,Commerce,16,5744,Siliana,L000547,2021-02-26,48,94367,2036.98,11.28,équipement,97953,6998,0,2,0,2,2021-12-18,73997.21,26,586,Aucune,145674,4,3,Renégociation,0,0,0,AG001,Agence,2021-02-26,0.46,1
C00548,25,Femme,Agriculteur,Industrie,8,5391,Le Kef,L000548,2024-07-22,36,18265,645.36,8.63,Machine,21071,7182,1,0,2,3,2024-10-01,17619.64,31,515,Hypothèque,87181,3,4,Autre,1,7011,1,AG004,Mobile,2024-07-22,0.98,0
C00549,55,Femme,Artisan,Transport,5,1389,Tunis,L000549,2023-10-22,60,141496,2426.27,8.19,Voiture,142971,18040,0,1,0,1,2024-01-17,0.0,3,844,Caution solidaire,110907,1,5,Réclamation,0,0,0,AG001,Mobile,2023-10-22,0.37,1
C00550,32,Homme,Cadre,Commerce,24,5324,Tozeur,L000550,2022-03-07,24,84622,3600.92,5.22,Voiture,85844,8998,0,0,0,0,2025-07-12,41411.0,1,457,Hypothèque,13987,0,14,Réclamation,0,0,0,AG001,Mobile,2022-03-07,0.25,1
C00551,45,Homme,Agriculteur,Industrie,38,3621,Tunis,L000551,2022-11-08,24,40929,1777.38,11.15,Voiture,43999,3312,0,1,0,1,2023-05-20,21377.88,18,469,Nantissement,49915,1,5,Demande info,1,11750,1,AG003,Agence,2022-11-08,0.59,0
C00552,41,Homme,Indépendant,Industrie,27,5058,Zaghouan,L000552,2020-08-14,60,66892,1210.87,5.09,Immobilier,67716,13329,0,0,0,0,2025-07-12,31776.87,32,492,Caution solidaire,13543,3,7,Renégociation,0,0,0,AG004,Agence,2020-08-14,0.2,1
C00553,56,Femme,Employé,Services,32,7309,Tozeur,L000553,2021-12-08,24,61630,2629.92,11.61,Machine,63659,15802,0,1,1,2,2021-12-21,16921.42,20,628,Nantissement,27944,2,8,Renégociation,1,4862,1,AG002,Courtier,2021-12-08,0.64,0
C00554,43,Homme,Cadre,Services,36,2062,Siliana,L000554,2024-08-04,60,145287,2536.45,8.42,Immobilier,147732,11167,0,1,0,1,2025-05-20,135141.2,0,795,Nantissement,140216,0,5,Renégociation,0,0,0,AG001,Mobile,2024-08-04,0.45,1
C00555,36,Femme,Indépendant,Transport,8,871,Sidi Bouzid,L000555,2024-01-18,24,136025,5860.71,7.39,Voiture,141011,2324,0,0,1,1,2024-03-09,1228.71,11,536,Caution solidaire,109418,2,1,Demande info,1,1226,1,AG003,Agence,2024-01-18,0.76,0
C00556,59,Femme,Artisan,Industrie,17,4316,Mahdia,L000556,2021-11-30,36,92580,2693.67,11.47,Voiture,95510,9639,1,1,0,2,2022-01-28,73724.33,10,504,Aucune,38459,1,15,Renégociation,0,0,0,AG004,Agence,2021-11-30,0.4,1
C00557,62,Homme,Agriculteur,Industrie,20,5550,Tunis,L000557,2025-04-03,24,82462,3561.92,5.17,Voiture,87073,13338,3,0,0,3,2025-05-15,39719.0,0,704,Nantissement,30741,0,19,Réclamation,0,0,0,AG001,Agence,2025-04-03,0.01,1
C00558,59,Homme,Employé,Services,1,4380,Ariana,L000558,2022-04-17,48,118396,2546.58,9.07,équipement,122406,10753,0,0,0,0,2025-07-12,85290.42,45,738,Hypothèque,126077,3,0,Renégociation,0,0,0,AG002,Courtier,2022-04-17,0.09,1
C00559,34,Femme,Cadre,Commerce,37,1068,Siliana,L000559,2021-07-19,60,102037,1834.62,8.84,Machine,103382,5984,0,0,0,0,2025-07-12,92863.92,58,416,Aucune,74627,2,15,Demande info,0,0,0,AG001,Courtier,2021-07-19,0.46,1
C00560,51,Homme,Indépendant,Commerce,39,2576,Sousse,L000560,2024-03-31,12,100310,8467.17,6.54,équipement,101377,18895,1,1,0,2,2025-02-09,0.0,10,453,Aucune,113372,3,0,Autre,1,0,0,AG003,Courtier,2024-03-31,0.58,0
C00561,25,Femme,Indépendant,Agriculture,35,3262,Sfax,L000561,2025-04-27,12,53928,4584.0,8.0,Immobilier,58116,15142,2,0,0,2,2025-04-30,26424.0,12,511,Caution solidaire,69741,4,0,Autre,0,0,0,AG004,Courtier,2025-04-27,0.22,1
C00562,55,Homme,Employé,Services,36,2068,Gabès,L000562,2020-09-14,60,94876,1742.27,9.57,équipement,97555,11063,1,0,1,2,2024-08-30,35638.93,6,571,Hypothèque,69177,0,6,Réclamation,1,12682,1,AG003,Courtier,2020-09-14,0.68,0
C00563,43,Homme,Artisan,Agriculture,14,1815,Ben Arous,L000563,2022-02-09,36,29976,977.67,10.09,Machine,32495,362,0,0,0,0,2025-07-12,23132.33,1,815,Hypothèque,3543,2,15,Réclamation,0,0,0,AG004,Mobile,2022-02-09,0.11,1
C00564,49,Femme,Employé,Services,27,3522,Béja,L000564,2020-12-30,24,129984,5587.0,5.01,équipement,133803,3454,0,0,0,0,2025-07-12,51766.0,14,818,Aucune,136663,1,16,Réclamation,0,0,0,AG002,Mobile,2020-12-30,0.06,1
C00565,63,Homme,Indépendant,Transport,17,1883,Ben Arous,L000565,2022-12-07,36,103256,3022.22,11.56,Voiture,106076,19182,2,0,0,2,2025-07-06,18633.78,7,704,Nantissement,56395,1,15,Autre,0,0,0,AG001,Agence,2022-12-07,0.24,1
C00566,31,Femme,Commerçant,Industrie,33,4901,Kairouan,L000566,2025-03-11,12,105537,8917.75,6.15,Immobilier,107683,3255,0,0,0,0,2025-07-12,16359.5,5,837,Nantissement,29055,1,15,Renégociation,0,0,0,AG003,Courtier,2025-03-11,0.0,1
C00567,38,Homme,Cadre,Transport,21,5877,Nabeul,L000567,2022-07-19,60,140772,2527.2,6.64,Immobilier,145275,17601,2,1,1,4,2025-07-18,130663.2,51,543,Hypothèque,6116,1,5,Demande info,1,45303,1,AG002,Courtier,2022-07-19,0.78,0
C00568,32,Femme,Employé,Services,10,7513,Gafsa,L000568,2021-05-25,60,114331,2053.52,6.84,Voiture,118740,17869,1,0,0,1,2025-03-18,108170.45,56,484,Aucune,55485,2,17,Demande info,0,0,0,AG002,Agence,2021-05-25,0.15,1
C00569,29,Femme,Indépendant,Industrie,12,1206,La Manouba,L000569,2022-08-06,36,12526,522.94,5.26,Voiture,16446,5349,2,2,1,5,2025-04-17,0.0,25,411,Aucune,133479,4,2,Renégociation,1,0,0,AG001,Mobile,2022-08-06,1.0,0
C00570,30,Homme,Artisan,Commerce,3,6849,Tunis,L000570,2025-07-11,36,108863,3210.97,5.86,Voiture,111894,7195,0,0,0,0,2025-07-12,35010.64,34,651,Aucune,66421,1,7,Autre,0,0,0,AG003,Courtier,2025-07-11,0.1,1
C00571,64,Femme,Indépendant,Commerce,21,6969,Tozeur,L000571,2022-03-07,24,78366,3389.25,11.9,Machine,79222,10047,0,0,0,0,2025-07-12,30916.5,19,615,Caution solidaire,35411,1,3,Autre,0,0,0,AG001,Courtier,2022-03-07,0.01,1
C00572,37,Homme,Artisan,Agriculture,6,3876,Tozeur,L000572,2025-04-03,48,61096,1335.83,7.21,équipement,64677,7750,1,0,1,2,2025-04-23,10334.33,45,525,Hypothèque,124115,1,3,Demande info,1,9105,1,AG001,Courtier,2025-04-03,0.57,0
C00573,58,Homme,Employé,Services,23,1785,Nabeul,L000573,2024-03-30,48,143982,3086.62,5.81,Immobilier,146762,9399,1,1,0,2,2024-08-15,45210.0,40,497,Hypothèque,99772,4,16,Réclamation,1,42379,1,AG004,Mobile,2024-03-30,0.5,0
C00574,27,Homme,Artisan,Services,3,4403,Nabeul,L000574,2021-10-29,24,76185,3363.38,5.75,équipement,80816,13686,0,0,0,0,2025-07-12,0.0,8,791,Nantissement,90121,0,4,Réclamation,0,0,0,AG004,Mobile,2021-10-29,0.0,1
C00575,33,Femme,Agriculteur,Commerce,27,5285,Ben Arous,L000575,2024-09-17,48,55248,1245.0,10.04,Voiture,58208,8035,0,1,0,1,2025-03-24,0.0,20,804,Nantissement,123671,1,13,Demande info,0,0,0,AG001,Courtier,2024-09-17,0.24,1
C00576,60,Femme,Agriculteur,Transport,14,1509,La Manouba,L000576,2023-02-28,12,138023,11695.92,10.98,Voiture,141310,1507,4,0,0,4,2023-11-14,44455.67,11,703,Hypothèque,111670,1,14,Demande info,0,0,0,AG004,Courtier,2023-02-28,0.34,1
C00577,62,Homme,Agriculteur,Industrie,0,3418,Médenine,L000577,2022-07-25,48,84888,1892.5,6.8,équipement,89597,17387,0,0,0,0,2025-07-12,14865.5,37,791,Hypothèque,104627,1,11,Renégociation,0,0,0,AG003,Agence,2022-07-25,0.14,1
C00578,29,Homme,Commerçant,Transport,2,6367,Kairouan,L000578,2023-11-29,24,99533,4225.21,5.15,Immobilier,101230,14776,4,3,0,7,2024-10-12,86857.38,7,427,Nantissement,12738,0,12,Renégociation,1,15096,1,AG004,Agence,2023-11-29,0.76,0
C00579,47,Femme,Employé,Transport,13,5649,Mahdia,L000579,2023-12-25,48,46954,1045.21,6.56,Machine,48732,17309,0,0,0,0,2025-07-12,10371.71,42,735,Hypothèque,114183,1,17,Renégociation,0,0,0,AG002,Mobile,2023-12-25,0.0,1
C00580,22,Homme,Indépendant,Commerce,37,7089,Tunis,L000580,2021-12-29,60,94719,1647.65,5.4,équipement,95684,6583,1,0,0,1,2025-01-23,73299.55,31,665,Nantissement,15772,0,13,Renégociation,0,0,0,AG001,Agence,2021-12-29,0.07,1
C00581,25,Homme,Indépendant,Commerce,0,2211,Tunis,L000581,2023-09-15,36,144876,4087.33,5.72,Voiture,149376,3927,1,0,1,2,2024-06-04,5906.67,7,451,Hypothèque,65270,0,18,Renégociation,1,2703,1,AG001,Courtier,2023-09-15,0.68,0
C00582,49,Femme,Commerçant,Commerce,37,7728,Tozeur,L000582,2023-08-22,12,5595,569.25,8.02,Voiture,9443,17369,0,0,0,0,2025-07-12,1041.0,11,542,Caution solidaire,54979,3,6,Renégociation,0,0,0,AG003,Mobile,2023-08-22,0.03,1
C00583,57,Homme,Artisan,Agriculture,37,6168,Tataouine,L000583,2022-02-20,60,34592,656.53,6.61,Machine,36579,15797,1,3,0,4,2023-08-31,33935.47,9,531,Caution solidaire,113585,3,5,Réclamation,1,14106,1,AG001,Agence,2022-02-20,0.76,0
C00584,58,Femme,Commerçant,Transport,20,5421,Kairouan,L000584,2025-03-21,60,45643,867.72,8.61,équipement,46468,4231,2,0,0,2,2025-05-28,35230.4,22,745,Aucune,137300,1,4,Demande info,0,0,0,AG004,Mobile,2025-03-21,0.01,1
C00585,39,Homme,Artisan,Services,28,2285,Tataouine,L000585,2021-01-21,24,67665,2972.38,6.77,Machine,69930,5302,1,0,1,2,2021-06-24,43886.0,3,606,Hypothèque,24318,2,3,Autre,1,355,1,AG002,Courtier,2021-01-21,0.65,0
C00586,28,Femme,Artisan,Industrie,4,6956,Kasserine,L000586,2022-04-14,36,10972,481.78,11.58,Machine,15634,5291,1,0,0,1,2022-08-20,1818.22,29,461,Nantissement,58458,3,17,Renégociation,0,0,0,AG001,Agence,2022-04-14,0.14,1
C00587,21,Homme,Cadre,Agriculture,9,3750,Ariana,L000587,2025-04-09,36,20882,654.06,11.34,Immobilier,21685,908,1,1,1,3,2025-04-11,14995.5,22,762,Hypothèque,144867,3,13,Réclamation,1,3472,1,AG004,Agence,2025-04-09,0.69,0
C00588,42,Homme,Indépendant,Services,27,7327,Gafsa,L000588,2021-02-01,12,30020,2569.67,8.97,Immobilier,31960,15123,0,2,0,2,2021-10-21,0.0,4,531,Hypothèque,105856,2,15,Demande info,1,0,0,AG002,Agence,2021-02-01,0.54,0
C00589,37,Femme,Agriculteur,Transport,20,5451,Tunis,L000589,2021-06-24,24,107621,4669.21,7.48,Voiture,108269,12877,0,0,0,0,2025-07-12,42252.08,20,440,Aucune,85184,4,19,Demande info,0,0,0,AG001,Courtier,2021-06-24,0.26,1
C00590,27,Homme,Artisan,Commerce,6,3734,Siliana,L000590,2023-01-18,12,90374,7583.17,7.67,équipement,93908,14239,1,1,0,2,2024-03-29,0.0,7,600,Nantissement,128789,1,13,Demande info,0,0,0,AG001,Mobile,2023-01-18,0.44,1
C00591,45,Femme,Cadre,Transport,2,4914,Tunis,L000591,2023-09-26,48,49912,1174.83,7.88,Immobilier,53043,2586,4,1,0,5,2025-07-14,18191.5,5,498,Hypothèque,21747,4,4,Renégociation,0,0,0,AG001,Agence,2023-09-26,0.44,1
C00592,24,Homme,Indépendant,Industrie,19,5470,Le Kef,L000592,2023-09-06,60,17879,491.98,10.09,Voiture,18474,9335,2,0,1,3,2023-12-20,9023.3,48,710,Nantissement,11282,4,10,Renégociation,0,0,0,AG002,Mobile,2023-09-06,0.49,1
C00593,56,Femme,Agriculteur,Agriculture,18,7694,Le Kef,L000593,2024-06-10,12,38798,3424.17,8.16,équipement,42753,15640,1,0,0,1,2025-01-05,4556.33,0,683,Hypothèque,63073,0,11,Autre,0,0,0,AG001,Mobile,2024-06-10,0.0,1
C00594,26,Femme,Artisan,Agriculture,34,1803,Tunis,L000594,2021-09-17,60,112791,1937.85,11.0,Voiture,117668,17715,1,0,0,1,2024-10-14,33339.15,24,756,Aucune,52900,0,17,Renégociation,0,0,0,AG001,Mobile,2021-09-17,0.09,1
C00595,51,Femme,Artisan,Industrie,3,3266,La Manouba,L000595,2022-12-11,24,80791,3509.29,11.61,Immobilier,83660,10534,1,1,0,2,2024-04-15,59735.25,23,446,Nantissement,20929,1,3,Demande info,0,0,0,AG004,Courtier,2022-12-11,0.5,1
C00596,39,Femme,Commerçant,Services,4,3266,Le Kef,L000596,2023-05-01,48,71983,1697.65,7.35,Voiture,75950,1806,0,1,0,1,2023-10-12,15960.69,21,536,Hypothèque,35500,2,12,Demande info,0,0,0,AG004,Courtier,2023-05-01,0.46,1
C00597,64,Homme,Commerçant,Services,0,2738,Sidi Bouzid,L000597,2022-07-31,24,138922,5976.42,8.92,équipement,139950,10292,1,1,0,2,2022-11-06,109039.92,12,529,Caution solidaire,1872,0,19,Réclamation,0,0,0,AG004,Agence,2022-07-31,0.48,1
C00598,59,Homme,Indépendant,Agriculture,3,2739,Tunis,L000598,2022-04-03,48,16953,422.19,5.67,équipement,19763,17189,2,1,0,3,2023-07-24,0.0,16,594,Nantissement,67505,3,12,Réclamation,0,0,0,AG004,Agence,2022-04-03,0.45,1
C00599,47,Femme,Agriculteur,Agriculture,11,2435,Monastir,L000599,2025-03-12,48,111410,2405.04,6.4,Voiture,113573,10967,0,0,0,0,2025-07-12,51283.96,13,516,Aucune,25460,1,3,Autre,0,0,0,AG001,Mobile,2025-03-12,0.39,1
C00600,30,Femme,Artisan,Commerce,26,2498,Ariana,L000600,2020-09-28,60,130155,2271.25,7.89,équipement,134019,16455,0,1,0,1,2021-08-11,100628.75,33,763,Caution solidaire,12155,4,6,Réclamation,0,0,0,AG002,Mobile,2020-09-28,0.31,1
C00601,46,Femme,Indépendant,Services,22,7065,Tataouine,L000601,2021-11-30,24,86029,3743.54,6.44,Voiture,88870,27,2,1,0,3,2024-05-28,3671.08,18,831,Nantissement,142942,1,1,Autre,0,0,0,AG001,Mobile,2021-11-30,0.1,1
C00602,39,Homme,Indépendant,Industrie,24,5327,Jendouba,L000602,2020-12-13,24,9055,562.29,11.14,équipement,10247,8660,3,1,1,5,2024-02-21,0.0,2,468,Nantissement,115006,0,17,Réclamation,1,0,0,AG003,Courtier,2020-12-13,0.87,0
C00603,59,Homme,Employé,Services,20,2891,Tunis,L000603,2022-02-07,12,43170,3650.5,6.11,Voiture,48000,7055,0,2,0,2,2022-09-28,28568.0,1,427,Nantissement,93928,2,5,Demande info,1,8432,1,AG002,Courtier,2022-02-07,0.74,0
C00604,23,Homme,Commerçant,Commerce,23,2695,La Manouba,L000604,2023-07-14,24,104976,4525.0,8.19,Voiture,106427,9616,0,0,0,0,2025-07-12,100451.0,1,734,Nantissement,134789,4,15,Renégociation,0,0,0,AG003,Agence,2023-07-14,0.17,1
C00605,33,Homme,Agriculteur,Agriculture,24,6839,Mahdia,L000605,2024-01-22,12,33251,2866.92,9.24,Voiture,35111,10440,2,1,0,3,2025-04-17,18916.42,5,413,Hypothèque,126075,2,2,Renégociation,0,0,0,AG001,Mobile,2024-01-22,0.36,1
C00606,48,Femme,Artisan,Agriculture,31,6236,Sidi Bouzid,L000606,2024-03-28,36,140604,4048.67,9.84,Machine,141642,3832,0,0,1,1,2024-12-13,2949.33,6,445,Hypothèque,132446,1,14,Autre,1,1910,1,AG002,Mobile,2024-03-28,0.56,0
C00607,40,Femme,Indépendant,Commerce,31,7324,Zaghouan,L000607,2023-07-05,36,140996,4013.56,7.68,équipement,142315,15970,3,0,0,3,2023-08-19,0.0,3,796,Nantissement,115138,2,19,Renégociation,0,0,0,AG002,Courtier,2023-07-05,0.0,1
C00608,48,Femme,Artisan,Industrie,4,5040,Siliana,L000608,2024-11-01,36,53037,1613.25,11.08,Immobilier,56699,13107,1,2,1,4,2025-05-28,25611.75,19,415,Aucune,144499,2,9,Renégociation,1,24094,1,AG004,Agence,2024-11-01,1.0,0
C00609,28,Homme,Employé,Agriculture,35,4198,Monastir,L000609,2024-01-28,24,97115,4179.46,8.98,Voiture,101540,13777,0,1,0,1,2024-08-18,55320.42,5,823,Hypothèque,64442,1,8,Réclamation,0,0,0,AG001,Mobile,2024-01-28,0.19,1
