duree_emploi_annees,date_debut,apport_TND,nb_retards_90,dernier_retard_date,outstanding_balance_TND,nb_paiements_effectues,collateral_value_TND,nb_contrats_prev,nb_contacts_service_client,default_flag,recovery_amount_TND,created_at,ratio_mensualite_revenu,sexe_Homme,profession_Artisan,profession_Cadre,profession_Commerçant,profession_Employé,profession_Indépendant,secteur_Commerce,secteur_Industrie,secteur_Services,secteur_Transport,type_bien_Machine,type_bien_Voiture,type_bien_équipement,collateral_type_Caution solidaire,collateral_type_Hypothèque,collateral_type_Nantissement,motifs_contacts_Demande info,motifs_contacts_Renégociation,motifs_contacts_Réclamation,channel_Courtier,channel_Mobile,region_encoded,nb_retards_total
25,2022-04-19,11698,0,2022-06-22,3258.0,11,42368,4,8,0,0,2022-04-19,0.3904606032265607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,0
13,2024-12-06,15889,0,2025-01-13,12372.8,1,123054,4,9,0,0,2024-12-06,0.05477015413995362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18,0
16,2024-04-18,9657,0,2024-07-23,13254.87,15,89666,0,17,0,0,2024-04-18,0.20082287822878228,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22,0
17,2025-02-07,9387,0,2025-07-26,14248.75,21,98777,1,16,0,0,2025-02-07,0.8361417096959266,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11,0
28,2022-05-16,16376,0,2025-07-12,0.0,33,109928,4,18,0,0,2022-05-16,0.1611994715984148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10,0
19,2024-05-21,11279,1,2024-07-02,35940.0,15,49421,2,3,1,25426,2024-05-21,1.2725581395348837,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8,1
26,2025-02-10,12015,1,2025-06-01,5657.02,19,26620,1,15,0,0,2025-02-10,0.07891245891843442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,19,1
17,2024-06-15,7041,0,2024-09-23,3536.5,15,121238,0,6,0,0,2024-06-15,0.6943967452300785,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,23,0
3,2022-08-31,17510,0,2024-08-27,21130.8,5,60539,3,8,0,0,2022-08-31,0.9627904929577465,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18,0
0,2022-01-17,8708,0,2023-08-01,0.0,12,17077,4,7,0,0,2022-01-17,0.43879913451135955,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0
0,2020-11-04,10857,0,2022-08-07,36633.95,43,143735,3,6,0,0,2020-11-04,0.2156073035194496,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,0
25,2023-04-19,9493,1,2025-02-05,53175.5,6,83335,2,9,1,30055,2023-04-19,1.7162537202380952,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18,1
19,2024-07-30,8052,0,2024-11-01,41669.92,9,47285,1,7,0,0,2024-07-30,0.4260780201342282,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,12,0
22,2023-10-17,16995,1,2023-12-01,28836.0,4,148691,3,16,1,25551,2023-10-17,1.0693976608187135,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13,1
9,2023-10-10,17133,1,2024-03-15,50373.69,7,69503,2,11,1,18900,2023-10-10,0.5398712446351931,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22,1
10,2022-05-24,13580,0,2022-12-25,130643.95,5,124851,3,13,0,0,2022-05-24,0.6173784678035124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14,0
4,2024-05-16,18240,0,2025-05-10,51807.87,36,57477,3,11,0,0,2024-05-16,0.2138034256443093,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11,0
0,2021-06-20,17910,0,2022-06-10,0.0,19,27488,2,1,0,0,2021-06-20,0.7287660557078943,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,0
16,2023-10-18,10216,0,2025-07-12,0.0,5,78747,4,11,0,0,2023-10-18,1.1612285714285715,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11,0
21,2024-06-10,6229,0,2024-12-13,19518.08,5,21169,3,13,0,0,2024-06-10,0.8577977617905675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
33,2021-01-14,13343,0,2025-07-12,900.0,5,30373,2,6,0,0,2021-01-14,0.14351547070441079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0
28,2022-11-02,2098,0,2024-03-05,36389.87,31,32669,3,12,0,0,2022-11-02,1.1015705412599823,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,11,0
3,2022-04-19,15438,0,2025-03-13,21397.62,16,55277,4,3,1,12380,2022-04-19,0.9359599846094652,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18,0
4,2023-12-08,7865,0,2025-01-23,128045.62,5,55120,2,0,0,0,2023-12-08,5.67245960502693,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,0
10,2021-04-18,16557,0,2022-08-18,26180.69,16,66376,3,16,0,0,2021-04-18,0.5202209436133487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,14,0
20,2021-11-03,12211,0,2024-08-18,96096.25,36,54235,0,2,0,0,2021-11-03,1.2048552223371252,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19,0
34,2022-06-12,500,1,2024-11-27,2209.56,22,86854,4,16,1,1515,2022-06-12,0.07723914269599548,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1
11,2023-04-08,3646,0,2024-03-23,0.0,48,15405,3,7,0,0,2023-04-08,0.1317353770260747,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16,0
25,2022-08-24,18747,0,2025-07-12,20608.17,12,113307,1,2,0,0,2022-08-24,1.9141508620689656,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0
18,2023-05-04,10048,1,2025-02-15,120404.37,48,101776,2,9,1,24379,2023-05-04,2.5803455497382197,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
6,2021-02-25,11344,0,2025-07-12,19472.33,12,146919,3,1,0,0,2021-02-25,0.13353879849812267,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0
6,2022-07-23,18280,0,2025-07-12,3364.12,31,23547,4,3,0,0,2022-07-23,0.7165966719492869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7,0
25,2023-12-03,9910,0,2024-02-08,0.0,21,6575,4,13,0,0,2023-12-03,0.06838764180545498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7,0
39,2021-01-04,1778,0,2025-07-12,28913.67,6,95659,1,10,0,0,2021-01-04,1.1959252669039147,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,19,0
4,2024-01-21,12984,0,2025-07-12,91866.75,21,135915,1,13,0,0,2024-01-21,1.1040846888716758,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21,0
20,2024-12-15,19441,0,2025-01-29,0.0,20,138811,3,12,0,0,2024-12-15,0.7692676837725382,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13,0
13,2025-01-18,5190,1,2025-01-24,58248.33,5,14852,0,3,1,30055,2025-01-18,1.7144444444444444,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23,1
3,2024-11-16,15304,0,2025-06-02,9274.83,12,51661,4,1,0,0,2024-11-16,3.0101752336448597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6,0
22,2022-05-09,6997,1,2023-07-01,19346.25,13,140229,0,1,1,6906,2022-05-09,0.31724560981477024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11,1
19,2024-07-24,12020,0,2024-08-15,0.0,15,87942,0,10,0,0,2024-07-24,0.7083592814371258,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,6,0
14,2022-11-15,4747,0,2024-05-08,17018.29,2,116726,3,4,0,0,2022-11-15,0.15020578647106766,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,0
28,2025-03-12,9286,0,2025-07-12,14447.5,8,110736,2,8,0,0,2025-03-12,1.0130777380479408,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12,0
7,2023-10-26,45,1,2024-11-26,71743.0,14,72968,2,19,1,30055,2023-10-26,4.847016191210486,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1
18,2022-06-03,7758,0,2025-05-22,81999.0,20,18837,2,16,0,0,2022-06-03,0.9804694835680751,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14,0
38,2024-11-18,19585,1,2025-05-13,6192.67,29,80684,1,11,1,3036,2024-11-18,0.4336680128115861,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,1
27,2023-05-26,455,0,2024-10-15,63595.5,9,117704,4,17,0,0,2023-05-26,1.932055294731351,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,0
26,2021-08-16,9854,0,2025-07-12,72299.5,9,76730,1,2,0,0,2021-08-16,2.928942741743882,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18,0
3,2025-03-15,19308,0,2025-07-12,6164.62,22,145891,4,4,0,0,2025-03-15,0.10264057331863286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,20,0
14,2020-11-22,17349,1,2023-07-10,44029.36,2,7404,4,19,1,15212,2020-11-22,0.624799671592775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1
34,2020-11-06,1528,0,2021-09-19,14240.5,0,14674,4,13,0,0,2020-11-06,1.1667028985507246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0
36,2020-09-10,2976,0,2025-01-19,0.0,2,85923,3,15,0,0,2020-09-10,0.26600344416479005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20,0
0,2020-11-06,19455,0,2025-07-12,0.0,8,149769,2,18,0,0,2020-11-06,1.3845568122041032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,0
2,2024-12-26,13288,0,2025-02-03,47443.96,36,105319,1,8,1,14323,2024-12-26,0.8422394769105027,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,15,0
23,2020-08-14,6387,1,2023-02-27,11374.0,6,28037,1,16,1,166,2020-08-14,0.46615787850755475,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10,1
26,2022-01-10,2521,0,2022-10-18,0.0,2,113565,3,6,0,0,2022-01-10,0.12559933264887063,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21,0
39,2022-07-25,6525,0,2023-05-17,76944.08,35,106086,4,9,0,0,2022-07-25,0.6050541897964579,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21,0
35,2021-11-06,1126,0,2022-10-28,27845.67,0,37982,2,3,0,0,2021-11-06,1.1784246789852804,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19,0
33,2023-05-05,13348,0,2024-06-15,64215.88,2,123309,0,9,0,0,2023-05-05,0.4167269845462951,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,21,0
28,2023-07-28,7716,0,2025-04-27,18641.44,3,105242,0,2,1,7348,2023-07-28,1.0749575371549893,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2,0
23,2025-02-13,16102,0,2025-03-21,42254.42,30,5156,3,8,0,0,2025-02-13,0.2429607843137255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0
23,2023-04-13,3404,1,2024-05-12,15500.96,1,38280,2,12,1,575,2023-04-13,0.38987643920247117,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16,1
3,2020-08-13,4492,0,2024-07-24,0.0,13,75324,0,0,1,0,2020-08-13,0.14365997638724912,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6,0
2,2025-07-02,2343,0,2025-08-03,111999.0,36,60706,0,14,0,0,2025-07-02,0.38931554836971166,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14,0
33,2023-07-23,106,0,2023-08-17,121293.67,30,141043,1,14,0,0,2023-07-23,0.4252875457875458,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11,0
22,2025-01-27,15195,0,2025-07-15,55421.25,4,43408,2,10,0,0,2025-01-27,0.8624116536282709,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,21,0
22,2024-05-02,13241,0,2024-10-04,26154.75,1,137559,0,9,0,0,2024-05-02,2.7973537604456826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8,0
4,2025-04-10,19538,1,2025-04-10,20509.67,10,20997,1,6,1,7171,2025-04-10,0.8227832400544547,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,22,1
30,2024-05-13,12575,1,2024-06-08,32475.38,21,46456,2,0,0,0,2024-05-13,0.20509340449866567,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10,1
5,2024-07-12,4801,0,2024-08-05,24424.25,9,130865,4,6,0,0,2024-07-12,0.9011125753012048,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,22,0
36,2022-07-22,5580,0,2022-10-01,15196.67,51,77988,2,4,0,0,2022-07-22,0.359452416918429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17,0
9,2022-02-22,16598,0,2024-01-20,0.0,29,80908,3,15,0,0,2022-02-22,0.364636601848021,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11,0
39,2021-03-03,5400,0,2025-08-01,29192.25,32,77952,1,7,0,0,2021-03-03,0.5340732265446224,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13,0
6,2020-10-21,6875,0,2023-11-23,42859.67,2,84784,4,1,0,0,2020-10-21,2.5115891934843066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21,0
38,2020-09-16,8656,0,2024-02-12,15180.08,24,58676,1,7,0,0,2020-09-16,0.14363028953229398,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18,0
37,2020-10-24,6247,0,2022-02-12,20090.0,22,8373,1,13,1,15748,2020-10-24,0.7353434917355371,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
20,2024-07-05,6177,0,2024-12-20,4798.58,21,94951,0,3,0,0,2024-07-05,0.14752008569898234,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,0
19,2021-04-13,7269,0,2022-05-30,3669.67,0,26414,2,14,0,0,2021-04-13,0.7760262130507529,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14,0
2,2021-03-23,14974,0,2023-09-01,18090.21,24,145450,1,6,0,0,2021-03-23,0.6521798284531204,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,14,0
21,2025-01-01,14037,0,2025-07-12,29003.58,12,117139,1,19,0,0,2025-01-01,0.7287817849426624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0
3,2020-09-25,18756,0,2021-10-14,12016.5,40,83872,3,7,0,0,2020-09-25,0.5061315617512525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16,0
27,2024-09-28,16167,0,2025-04-14,28800.75,16,135772,3,10,0,0,2024-09-28,0.3555651340996168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0
11,2023-05-18,10380,0,2023-09-05,0.0,13,144973,3,1,0,0,2023-05-18,0.2281267394562192,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15,0
37,2021-10-21,6617,1,2022-10-13,77125.58,44,90374,1,8,1,30055,2021-10-21,0.7140636991557943,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14,1
35,2021-01-10,303,0,2023-05-20,26948.77,12,29493,4,5,0,0,2021-01-10,0.12480869687985317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,19,0
4,2024-09-27,12683,1,2025-03-31,26173.15,37,125074,2,0,0,0,2024-09-27,0.8610460069444444,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1
12,2023-06-08,16717,1,2025-03-18,93859.67,6,51224,1,2,0,0,2023-06-08,1.0429235637779941,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,13,1
22,2020-09-09,11025,0,2021-10-20,11848.44,1,31852,0,9,0,0,2020-09-09,0.26153340911961603,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14,0
29,2022-04-13,18715,0,2023-12-11,6868.33,7,10932,4,4,1,1818,2022-04-13,0.22894790257104194,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23,0
36,2022-04-20,4561,0,2025-07-12,49642.25,5,88545,4,11,0,0,2022-04-20,0.2500718194254446,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18,0
24,2021-05-25,79,0,2025-07-12,2396.83,8,33583,2,0,0,0,2021-05-25,1.077267395361237,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5,0
26,2024-01-30,3763,1,2024-11-25,71672.38,2,29865,4,8,1,30055,2024-01-30,2.026142365097589,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,1
13,2022-11-03,10169,0,2025-07-12,7456.54,17,143361,2,12,0,0,2022-11-03,0.6384698795180723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13,0
35,2021-05-26,17116,0,2025-07-12,1774.94,37,70270,4,18,0,0,2021-05-26,0.0627961855503475,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20,0
38,2025-03-11,3976,0,2025-06-08,0.0,10,85549,2,6,0,0,2025-03-11,1.1220055970149254,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21,0
15,2025-08-06,17768,1,2025-08-06,10490.9,2,137577,3,15,1,9007,2025-08-06,0.0660354609929078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,1
